p_c_cgs,rho0_gcm3,r_c_km,n,M_Msun,R_km,M_over_R,success,fail_reason,at_boundary
3.3529241492495396e+34,100000000000.0,10.0,2,0.9918696683217129,13.190845308681656,0.11103639246698496,True,,False
1.1689518164985872e+34,100000000000.0,10.0,2,0.5401957299314557,12.954673509518294,0.06157551257693773,True,,False
4.763938010401321e+34,100000000000.0,10.0,2,1.1848231726955711,13.272404575477857,0.13182181558767292,True,,False
6.7687500094585135e+34,100000000000.0,10.0,2,1.384072552729263,13.301241001062817,0.15365618806871298,True,,False
3.996638937983064e+34,100000000000.0,10.0,2,1.0870929635963973,13.235227591626993,0.12128822262898335,True,,False
5.678547829591974e+34,100000000000.0,10.0,2,1.2840761801593659,13.296647509579772,0.1426040943668857,True,,False
8.06825584030287e+34,100000000000.0,10.0,2,1.4840401668489474,13.294259359151615,0.1648408591602727,True,,False
9.617248711152945e+34,100000000000.0,10.0,2,1.5826036821194953,13.266134060247696,0.176161561438355,True,,False
1.3664483492953243e+35,100000000000.0,10.0,2,1.7711258901202316,13.156747384627726,0.19878529582478333,True,,False
1.146362666267422e+35,100000000000.0,10.0,2,1.6787191037906817,13.220318743920279,0.18750785577439374,True,,False
1.6287874214985499e+35,100000000000.0,10.0,2,1.8586205024225013,13.074498899375245,0.2099176866496809,True,,False
2.3142313881085676e+35,100000000000.0,10.0,2,2.0150235939313585,12.851578367630914,0.23152986993178365,True,,False
2.758531617629187e+35,100000000000.0,10.0,2,2.0822131125799577,12.723408530020858,0.24166016412696148,True,,False
1.9414919457438817e+35,100000000000.0,10.0,2,1.9402521919282707,12.973798144696294,0.22083830600932647,True,,False
1.1919860873910918e+33,100000000000.0,20.0,2,0.2357637814673179,14.370624064320532,0.024226173392190853,True,,False
1e+33,100000000000.0,20.0,2,0.22335489822333307,14.400169602491301,0.022903994720533966,True,,False
1.6936105849167396e+33,100000000000.0,20.0,2,0.25773220817895287,14.210862596710562,0.026781297590554132,True,,False
2.4063341373555167e+33,100000000000.0,20.0,2,0.2760656244442108,13.944769140370635,0.029233738920266643,True,,False
2.018760254679043e+33,100000000000.0,20.0,2,0.2673416589664166,14.08950385428727,0.028019107629980874,True,,False
1.4208308325339238e+33,100000000000.0,20.0,2,0.24721528119384592,14.30593496384356,0.025517752864240777,True,,False
3.41899373573364e+33,100000000000.0,20.0,2,0.29752698825462237,13.58488411174094,0.0323410256728174,True,,False
2.868316813342021e+33,100000000000.0,20.0,2,0.28480384336052306,13.773554570123236,0.030533962837202215,True,,False
4.857811715970698e+33,100000000000.0,20.0,2,0.3375663870332539,13.251239323315863,0.0376171647256112,True,,False
5.790443980602518e+33,100000000000.0,20.0,2,0.3658452638851524,13.125957725451121,0.04115757677169938,True,,False
4.075392965871795e+33,100000000000.0,20.0,2,0.31492289301363585,13.406270962845712,0.03468802714898211,True,,False
6.902128664695696e+33,100000000000.0,20.0,2,0.3999574716014769,13.032650293848363,0.04531734242075415,True,,False
8.227241341700525e+33,100000000000.0,20.0,2,0.44027473879065615,12.973049523880555,0.05011469055930603,True,,False
1.1689518164985872e+34,100000000000.0,20.0,2,0.5398929723209951,12.935482969024514,0.06163230167265184,True,,False
9.806757216915845e+33,100000000000.0,20.0,2,0.48695929384156184,12.942817336201621,0.05555807605903457,True,,False
1.3933743020968605e+34,100000000000.0,20.0,2,0.5994577742367586,12.95126939276366,0.06834859961791707,True,,False
1.660882782627703e+34,100000000000.0,20.0,2,0.6654528197591901,12.981812729907922,0.07569466839459668,True,,False
1.979749169679625e+34,100000000000.0,20.0,2,0.737903940113525,13.022668624543307,0.08367258775257434,True,,False
2.812888660964246e+34,100000000000.0,20.0,2,0.9013476015605834,13.121967557135054,0.10143240169699037,True,,False
